"","ADM0_A3","scalerank","featurecla","LABELRANK","SOVEREIGNT","SOV_A3","ADM0_DIF","LEVEL","TYPE","ADMIN","GEOU_DIF","GEOUNIT","GU_A3","SU_DIF","SUBUNIT","SU_A3","BRK_DIFF","NAME","NAME_LONG","BRK_A3","BRK_NAME","BRK_GROUP","ABBREV","POSTAL","FORMAL_EN","FORMAL_FR","NOTE_ADM0","NOTE_BRK","NAME_SORT","NAME_ALT","MAPCOLOR7","MAPCOLOR8","MAPCOLOR9","MAPCOLOR13","POP_EST","GDP_MD_EST","POP_YEAR","LASTCENSUS","GDP_YEAR","ECONOMY","INCOME_GRP","WIKIPEDIA","FIPS_10_","ISO_A2","ISO_A3","ISO_N3","UN_A3","WB_A2","WB_A3","WOE_ID","WOE_ID_EH","WOE_NOTE","ADM0_A3_IS","ADM0_A3_US","ADM0_A3_UN","ADM0_A3_WB","CONTINENT","REGION_UN","SUBREGION","REGION_WB","NAME_LEN","LONG_LEN","ABBREV_LEN","TINY","HOMEPART","Country","HighIncome","OECD","SERF","GDPPC","Education","Health","Housing","Food","Work","EnrollYear","EnrollGDP","EnrollRate","EnrollAdjPerf","PrimaryYear","PrimaryGDP","PrimaryRate","PrimaryAdjPerf","ChildSurviveYear","ChildSurviveGDP","ChildSurviveRate","ChildSurviveAdjPerf","Age65Year","Age65GDP","Age65Rate","Age65AdjPerf","ContraceptiveYear","ContraceptiveGDP","ContraceptiveRate","ContraceptiveAdjPerf","SanitationYear","SanitationGDP","SanitationRate","SanitationAdjPerf","RuralImprovedH20Year","RuralImprovedH20GDP","RuralImprovedH20Rate","RuralImprovedH20AdjPerf","StuntingYear","StuntingGDP","StuntingRate","Stunting.AdjPerf","NotPoorYear","NotPoorGDP","NotPoorRate","NotPoorAdjPerf"
"201","SGP",3,"Admin-0 country",6,"Singapore","SGP",0,2,"Sovereign country","Singapore",0,"Singapore","SGP",0,"Singapore","SGP",0,"Singapore","Singapore","SGP","Singapore",NA,"Sing.","SG","Republic of Singapore",NA,NA,NA,"Singapore",NA,5,3,7,3,4657542,237300,-99,2010,-99,"6. Developing region","2. High income: nonOECD",-99,"SN","SG","SGP","702","702","SG","SGP",23424948,23424948,"Exact WOE match as country","SGP","SGP",-99,-99,"Asia","Asia","South-Eastern Asia","East Asia & Pacific",9,9,5,3,1,"Singapore",1,0,NA,80191.53931,NA,NA,NA,NA,NA,2009,63610.79114,86.58098,75.96702688,NA,NA,NA,NA,2015,80191.53931,99.73,99.38863573,2014,79550.90077,90.94627791,99.23725791,NA,NA,NA,NA,2015,80191.53931,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","SGS",3,"Admin-0 country",4,"United Kingdom","GB1",1,2,"Dependency","South Georgia and South Sandwich Islands",0,"South Georgia and South Sandwich Islands","SGS",0,"South Georgia and South Sandwich Islands","SGS",0,"S. Geo. and S. Sandw. Is.","South Georgia and South Sandwich Islands","SGS","S. Geo. and S. Sandw. Is.",NA,"S.G. S.S. Is.","GS","South Georgia and South Sandwich Islands",NA,"U.K.",NA,"South Georgia and the Islands",NA,6,6,6,3,30,0.3,-99,-99,-99,"7. Least developed region","5. Low income",-99,"SX","GS","SGS","239","-099","-99","-99",23424955,23424955,"Exact WOE match as country","SGS","SGS",-99,-99,"Seven seas (open ocean)","Seven seas (open ocean)","Seven seas (open ocean)","Antarctica",25,40,13,3,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","SHN",5,"Admin-0 country",6,"United Kingdom","GB1",1,2,"Dependency","Saint Helena",0,"Saint Helena","SHN",0,"Saint Helena","SHN",0,"Saint Helena","Saint Helena","SHN","Saint Helena",NA,"St.H.","SH",NA,NA,"U.K.",NA,"St. Helena",NA,6,6,6,3,7637,18,-99,-99,-99,"6. Developing region","4. Lower middle income",-99,"SH","SH","SHN","654","654","-99","-99",23424944,23424944,"Exact WOE match as country","SHN","SHN",-99,-99,"Seven seas (open ocean)","Africa","Western Africa","Sub-Saharan Africa",12,12,5,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","SLB",1,"Admin-0 country",3,"Solomon Islands","SLB",0,2,"Sovereign country","Solomon Islands",0,"Solomon Islands","SLB",0,"Solomon Islands","SLB",0,"Solomon Is.","Solomon Islands","SLB","Solomon Is.",NA,"S. Is.","SB",NA,NA,NA,NA,"Solomon Islands",NA,1,4,1,6,595613,1078,-99,2009,-99,"7. Least developed region","4. Lower middle income",-99,"BP","SB","SLB","090","090","SB","SLB",23424766,23424766,"Exact WOE match as country","SLB","SLB",-99,-99,"Oceania","Oceania","Melanesia","East Asia & Pacific",11,15,6,-99,1,"Solomon Islands",0,0,66.98032042,2067.129782,81.57599698,78.42763914,60.54376133,70.77560423,43.57860043,2007,1753.262589,55.41804886,71.95852698,2014,2032.485807,87.2719574,91.19346698,2015,2067.129782,97.19,100,2014,2032.485807,70.47875019,95.07024301,2007,1753.262589,27.3,40.21267441,2015,2067.129782,29.8,36.22520719,2015,2067.129782,77.2,84.86231547,2007,1753.262589,67.20000076,70.77560423,2005,1601.674665,30.74,43.57860043
"205","SLE",0,"Admin-0 country",4,"Sierra Leone","SLE",0,2,"Sovereign country","Sierra Leone",0,"Sierra Leone","SLE",0,"Sierra Leone","SLE",0,"Sierra Leone","Sierra Leone","SLE","Sierra Leone",NA,"S.L.","SL","Republic of Sierra Leone",NA,NA,NA,"Sierra Leone",NA,1,4,1,7,6440053,4285,-99,2004,-99,"7. Least developed region","5. Low income",-99,"SL","SL","SLE","694","694","SL","SLE",23424946,23424946,"Exact WOE match as country","SLE","SLE",-99,-99,"Africa","Africa","Western Africa","Sub-Saharan Africa",12,12,4,-99,1,"Sierra Leone",0,0,NA,1473.913005,NA,46.57021369,37.10633999,59.67059793,30.8435179,NA,NA,NA,NA,2013,1854.207016,69.51319122,73.54558742,2015,1473.913005,87.96,71.46641345,2014,1896.715531,41.50710491,45.57658849,2013,1854.207016,15.6,22.66763913,2015,1473.913005,13.3,18.19124491,2015,1473.913005,47.8,56.02143508,2013,1854.207016,62.09999847,59.67059793,2011,1394.477558,20.04,30.8435179
"206","SLV",0,"Admin-0 country",6,"El Salvador","SLV",0,2,"Sovereign country","El Salvador",0,"El Salvador","SLV",0,"El Salvador","SLV",0,"El Salvador","El Salvador","SLV","El Salvador",NA,"El. S.","SV","Republic of El Salvador",NA,NA,NA,"El Salvador",NA,1,4,6,8,7185218,43630,-99,2007,-99,"6. Developing region","4. Lower middle income",-99,"ES","SV","SLV","222","222","SV","SLV",23424807,23424807,"Exact WOE match as country","SLV","SLV",-99,-99,"North America","Americas","Central America","Latin America & Caribbean",11,11,6,-99,1,"El Salvador",0,0,86.3311357,8095.558984,91.92554387,86.83679162,79.93139554,84.54908851,88.41285895,2014,7925.991783,76.09676361,83.85108774,2014,7925.991783,104.6170197,100,2015,8095.558984,98.32,96.99652156,2014,7925.991783,74.46161121,82.10249245,2008,7633.133889,66,81.41136086,2015,8095.558984,75,75.60914677,2015,8095.558984,86.5,84.25364431,2014,7925.991783,86,84.54908851,2014,7925.991783,88.71,88.41285895
"207","SMR",0,"Admin-0 country",6,"San Marino","SMR",0,2,"Sovereign country","San Marino",0,"San Marino","SMR",0,"San Marino","SMR",0,"San Marino","San Marino","SMR","San Marino",NA,"S.M.","RSM","Republic of San Marino",NA,NA,NA,"San Marino",NA,2,3,1,6,30324,1662,-99,2010,-99,"2. Developed region: nonG7","2. High income: nonOECD",-99,"SM","SM","SMR","674","674","SM","SMR",23424947,23424947,"Exact WOE match as country","SMR","SMR",-99,-99,"Europe","Europe","Southern Europe","Europe & Central Asia",10,10,4,5,1,"San Marino",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","SOL",0,"Admin-0 country",5,"Somaliland","SOL",0,2,"Indeterminate","Somaliland",0,"Somaliland","SOL",0,"Somaliland","SOL",1,"Somaliland","Somaliland","B30","Somaliland",NA,"Solnd.","SL","Republic of Somaliland",NA,"Self admin.","Self admin.; Claimed by Somalia","Somaliland",NA,3,6,5,2,3500000,12250,-99,-99,-99,"6. Developing region","4. Lower middle income",-99,"-99","-99","-99","-99","-099","-99","-99",-99,-99,"Includes old states of 2347021, 2347020, 2347017 and portion of 2347016.","SOM","SOM",-99,-99,"Africa","Africa","Eastern Africa","Sub-Saharan Africa",10,10,6,-99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","SOM",0,"Admin-0 country",6,"Somalia","SOM",0,2,"Sovereign country","Somalia",0,"Somalia","SOM",0,"Somalia","SOM",0,"Somalia","Somalia","SOM","Somalia",NA,"Som.","SO","Federal Republic of Somalia",NA,NA,NA,"Somalia",NA,2,8,6,7,9832017,5524,-99,1987,-99,"7. Least developed region","5. Low income",-99,"SO","SO","SOM","706","706","SO","SOM",-90,23424949,"Includes Somaliland (2347021, 2347020, 2347017 and portion of 2347016)","SOM","SOM",-99,-99,"Africa","Africa","Eastern Africa","Sub-Saharan Africa",7,7,4,-99,1,"Somalia",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","SPM",3,"Admin-0 country",4,"France","FR1",1,2,"Dependency","Saint Pierre and Miquelon",0,"Saint Pierre and Miquelon","SPM",0,"Saint Pierre and Miquelon","SPM",0,"St. Pierre and Miquelon","Saint Pierre and Miquelon","SPM","St. Pierre and Miquelon",NA,"St. P.M.","PM","Saint Pierre and Miquelon",NA,"Fr.",NA,"St. Pierre and Miquelon",NA,7,5,9,11,7051,48.3,-99,-99,-99,"2. Developed region: nonG7","3. Upper middle income",-99,"SB","PM","SPM","666","666","-99","-99",23424939,23424939,"Exact WOE match as country","SPM","SPM",-99,-99,"North America","Americas","Northern America","North America",23,25,8,3,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","SRB",0,"Admin-0 country",5,"Republic of Serbia","SRB",0,2,"Sovereign country","Republic of Serbia",0,"Republic of Serbia","SRB",0,"Republic of Serbia","SRB",0,"Serbia","Serbia","SRB","Serbia",NA,"Serb.","RS","Republic of Serbia",NA,NA,NA,"Serbia",NA,3,3,2,10,7379339,80340,-99,2011,-99,"6. Developing region","3. Upper middle income",-99,"RI","RS","SRB","688","688","YF","SRB",-90,20069818,"Expired WOE also contains Kosovo.","SRB","SRB",-99,-99,"Europe","Europe","Southern Europe","Europe & Central Asia",6,6,5,-99,1,"Serbia",0,0,90.70689232,13277.75173,93.5937778,70.09323658,97.03821896,94.57609052,98.23313775,2015,13277.75173,85.20784,87.18755559,2014,13112.86117,101.9012604,100,2015,13277.75173,99.33,99.30862348,2014,13112.86117,80.94839831,88.84616795,2014,13112.86117,18.3,22.12491831,2015,13277.75173,96.4,95.73606909,2015,13277.75173,98.9,98.34036882,2014,13112.86117,94,94.57609052,2013,13294.91185,98.67,98.23313775
"212","STP",3,"Admin-0 country",6,"Sao Tome and Principe","STP",0,2,"Sovereign country","Sao Tome and Principe",0,"Sao Tome and Principe","STP",0,"Sao Tome and Principe","STP",0,"São Tomé and Principe","São Tomé and Principe","STP","Sao Tome and Principe",NA,"S.T.P.","ST","Democratic Republic of São Tomé and Principe",NA,NA,NA,"São Tomé and Principe",NA,1,6,1,7,212679,276.5,-99,2001,-99,"7. Least developed region","4. Lower middle income",-99,"TP","ST","STP","678","678","ST","STP",23424966,23424966,"Exact WOE match as country","STP","STP",-99,-99,"Africa","Africa","Middle Africa","Sub-Saharan Africa",21,21,6,3,1,"Sao Tome and Principe",0,0,72.77268952,3022.902458,96.29833552,73.32650607,68.4490959,88.60659293,37.18291718,2015,3022.902458,80.26667786,99.91163003,2015,3022.902458,92.43460846,92.68504102,2015,3022.902458,95.27,90.85411072,2014,2969.825501,68.59839161,83.21919943,2009,2588.561233,33.7,45.90620807,2015,3022.902458,34.7,38.7917417,2015,3022.902458,93.6,98.1064501,2014,2969.825501,82.79999924,88.60659293,2010,2701.739477,31.9,37.18291718
"213","SUR",0,"Admin-0 country",4,"Suriname","SUR",0,2,"Sovereign country","Suriname",0,"Suriname","SUR",0,"Suriname","SUR",0,"Suriname","Suriname","SUR","Suriname",NA,"Sur.","SR","Republic of Suriname",NA,NA,NA,"Suriname",NA,1,4,7,6,481267,4254,-99,2004,-99,"6. Developing region","3. Upper middle income",-99,"NS","SR","SUR","740","740","SR","SUR",23424913,23424913,"Exact WOE match as country","SUR","SUR",-99,-99,"South America","Americas","South America","Latin America & Caribbean",8,8,4,-99,1,"Suriname",0,0,NA,15687.23164,NA,76.43792994,77.81772275,89.95357389,NA,NA,NA,NA,NA,2014,15872.61477,93.720047,86.40093527,2015,15687.23164,97.87,94.47292782,2014,15872.61477,73.35896397,77.92708626,2010,14510.06756,47.2,56.91377575,2015,15687.23164,79.2,73.98931181,2015,15687.23164,88.4,81.64613369,2010,14510.06756,91.19999981,89.95357389,NA,NA,NA,NA
"214","SVK",0,"Admin-0 country",6,"Slovakia","SVK",0,2,"Sovereign country","Slovakia",0,"Slovakia","SVK",0,"Slovakia","SVK",0,"Slovakia","Slovakia","SVK","Slovakia",NA,"Svk.","SK","Slovak Republic",NA,NA,NA,"Slovak Republic",NA,2,4,4,9,5463046,119500,-99,2011,-99,"2. Developed region: nonG7","1. High income: OECD",-99,"LO","SK","SVK","703","703","SK","SVK",23424877,23424877,"Exact WOE match as country","SVK","SVK",-99,-99,"Europe","Europe","Eastern Europe","Europe & Central Asia",8,8,4,-99,1,"Slovak Republic",1,1,NA,28254.25579,85.65278676,NA,98.96435457,NA,99.21615844,2014,27237.62323,81.85137177,77.88101067,2014,27237.62323,97.72250366,93.42456285,2015,28254.25579,99.27,98.37156024,2014,27237.62323,81.6533746,88.00145859,NA,NA,NA,NA,2015,28254.25579,98.8,97.92870914,2015,28254.25579,100,100,NA,NA,NA,NA,2012,26218.4716,99.58,99.21615844
"215","SVN",0,"Admin-0 country",6,"Slovenia","SVN",0,2,"Sovereign country","Slovenia",0,"Slovenia","SVN",0,"Slovenia","SVN",0,"Slovenia","Slovenia","SVN","Slovenia",NA,"Slo.","SLO","Republic of Slovenia",NA,NA,NA,"Slovenia",NA,2,3,2,12,2005692,59340,-99,2011,-99,"2. Developed region: nonG7","1. High income: OECD",-99,"SI","SI","SVN","705","705","SI","SVN",23424945,23424945,"Exact WOE match as country","SVN","SVN",-99,-99,"Europe","Europe","Southern Europe","Europe & Central Asia",8,8,4,-99,1,"Slovenia",1,0,NA,29097.34277,97.75543792,NA,98.54153364,NA,99.90346297,2014,28459.91434,98.45760345,98.03612739,2014,28459.91434,99.15605164,97.47474845,2015,29097.34277,99.74,99.83079842,2014,28459.91434,87.79408993,96.15521748,NA,NA,NA,NA,2015,29097.34277,99.1,98.42196174,2015,29097.34277,99.4,98.66110553,NA,NA,NA,NA,2012,27971.21588,99.95,99.90346297
"216","SWE",0,"Admin-0 country",3,"Sweden","SWE",0,2,"Sovereign country","Sweden",0,"Sweden","SWE",0,"Sweden","SWE",0,"Sweden","Sweden","SWE","Sweden",NA,"Swe.","S","Kingdom of Sweden",NA,NA,NA,"Sweden",NA,1,4,2,4,9059651,344300,-99,-99,-99,"2. Developed region: nonG7","1. High income: OECD",-99,"SW","SE","SWE","752","752","SE","SWE",23424954,23424954,"Exact WOE match as country","SWE","SWE",-99,-99,"Europe","Europe","Northern Europe","Europe & Central Asia",6,6,4,-99,1,"Sweden",1,1,NA,45505.30273,100,NA,99.23315471,NA,NA,2014,44167.63187,105.1621475,100,2014,44167.63187,101.0283813,100,2015,45505.30273,99.7,99.47236583,2014,44167.63187,91.22017452,100,NA,NA,NA,NA,2015,45505.30273,99.3,98.46630941,2015,45505.30273,100,100,NA,NA,NA,NA,NA,NA,NA,NA
"217","SWZ",0,"Admin-0 country",4,"Swaziland","SWZ",0,2,"Sovereign country","Swaziland",0,"Swaziland","SWZ",0,"Swaziland","SWZ",0,"Swaziland","Swaziland","SWZ","Swaziland",NA,"Swz.","SW","Kingdom of Swaziland",NA,NA,NA,"Swaziland",NA,3,6,2,5,1123913,5702,-99,2007,-99,"6. Developing region","4. Lower middle income",-99,"WZ","SZ","SWZ","748","748","SZ","SWZ",23424993,23424993,"Exact WOE match as country","SWZ","SWZ",-99,-99,"Africa","Africa","Southern Africa","Sub-Saharan Africa",9,9,4,-99,1,"Swaziland",0,0,59.32875421,8122.04947,71.03240815,60.99175806,61.15339651,66.79071946,36.67548885,2013,7985.306524,66.73207855,73.44922304,2013,7985.306524,79.00785065,68.61559327,2015,8122.04947,93.93,82.9460858,2014,8085.366674,31.89927855,22.29908108,2010,7594.313461,63,77.73010731,2015,8122.04947,57.5,57.95594918,2015,8122.04947,68.9,64.35084384,2014,8085.366674,74.5,66.79071946,2009,7583.853247,36.88,36.67548885
"218","SXM",3,"Admin-0 country",6,"Netherlands","NL1",1,2,"Country","Sint Maarten",0,"Sint Maarten","SXM",0,"Sint Maarten","SXM",0,"Sint Maarten","Sint Maarten","SXM","Sint Maarten",NA,"St. M.","SX","Sint Maarten (Dutch part)",NA,"Neth.",NA,"St. Maarten (Dutch part)",NA,4,2,2,9,37429,400,-99,-99,-99,"6. Developing region","2. High income: nonOECD",-99,"NT","SX","SXM","534","534","SX","SXM",-90,23425000,"Expired subunits of Netherlands Antilles (23424914).","SXM","SXM",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",12,12,6,4,-99,"Sint Maarten (Dutch part)",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","SYC",5,"Admin-0 country",6,"Seychelles","SYC",0,2,"Sovereign country","Seychelles",0,"Seychelles","SYC",0,"Seychelles","SYC",0,"Seychelles","Seychelles","SYC","Seychelles",NA,"Syc.","SC","Republic of Seychelles",NA,NA,NA,"Seychelles",NA,5,8,3,1,87476,1715,-99,2010,-99,"6. Developing region","3. Upper middle income",-99,"SE","SC","SYC","690","690","SC","SYC",23424941,23424941,"Exact WOE match as country","SYC","SYC",-99,-99,"Seven seas (open ocean)","Africa","Eastern Africa","Sub-Saharan Africa",10,10,4,2,1,"Seychelles",1,0,NA,25524.955,86.58816432,NA,94.28455375,89.04713765,95.57252626,2015,25524.955,77.22563,73.17632865,2014,25218.40909,112.1024017,100,2015,25524.955,98.64,96.45856071,2014,25218.40909,75.25475843,79.54388703,NA,NA,NA,NA,2015,25524.955,98.4,97.37712527,2015,25524.955,95.7,91.19198223,2012,23812.87849,92.0999999,89.04713765,2013,24791.39466,97.54,95.57252626
"220","SYR",0,"Admin-0 country",3,"Syria","SYR",0,2,"Sovereign country","Syria",0,"Syria","SYR",0,"Syria","SYR",0,"Syria","Syria","SYR","Syria",NA,"Syria","SYR","Syrian Arab Republic",NA,NA,NA,"Syrian Arab Republic",NA,2,6,2,6,20178485,98830,-99,2004,-99,"6. Developing region","4. Lower middle income",-99,"SY","SY","SYR","760","760","SY","SYR",23424956,23424956,"Exact WOE match as country","SYR","SYR",-99,-99,"Asia","Asia","Western Asia","Middle East & North Africa",5,5,5,-99,1,"Syrian Arab Republic",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","TCA",5,"Admin-0 country",6,"United Kingdom","GB1",1,2,"Dependency","Turks and Caicos Islands",0,"Turks and Caicos Islands","TCA",0,"Turks and Caicos Islands","TCA",0,"Turks and Caicos Is.","Turks and Caicos Islands","TCA","Turks and Caicos Is.",NA,"T.C. Is.","TC","Turks and Caicos Islands",NA,"U.K.",NA,"Turks and Caicos Islands",NA,6,6,6,3,22942,216,-99,2001,-99,"6. Developing region","2. High income: nonOECD",-99,"TK","TC","TCA","796","796","TC","TCA",23424962,23424962,"Exact WOE match as country","TCA","TCA",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",20,24,8,-99,-99,"Turks and Caicos Islands",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","TCD",0,"Admin-0 country",3,"Chad","TCD",0,2,"Sovereign country","Chad",0,"Chad","TCD",0,"Chad","TCD",0,"Chad","Chad","TCD","Chad",NA,"Chad","TD","Republic of Chad",NA,NA,NA,"Chad",NA,6,1,8,6,10329208,15860,-99,2009,-99,"7. Least developed region","5. Low income",-99,"CD","TD","TCD","148","148","TD","TCD",23424777,23424777,"Exact WOE match as country","TCD","TCD",-99,-99,"Africa","Africa","Middle Africa","Sub-Saharan Africa",4,4,4,-99,1,"Chad",0,0,44.17700862,2043.544231,49.79464234,38.41639893,32.045149,54.20662402,46.42222881,2011,1862.351166,46.19440079,59.7524881,2013,2005.214796,38.05709076,39.83679657,2015,2043.544231,86.13,62.379738,2014,2073.957725,45.16416184,50.56415378,2010,1923.709839,1.6,2.305305014,2015,2043.544231,12.1,14.75596395,2015,2043.544231,44.8,49.33433405,2015,2043.544231,60.09999847,54.20662402,2011,1862.351166,35.18,46.42222881
"223","TGO",0,"Admin-0 country",6,"Togo","TGO",0,2,"Sovereign country","Togo",0,"Togo","TGO",0,"Togo","TGO",0,"Togo","Togo","TGO","Togo",NA,"Togo","TG","Togolese Republic","République Togolaise",NA,NA,"Togo",NA,3,1,3,5,6019877,5118,-99,2010,-99,"7. Least developed region","5. Low income",-99,"TO","TG","TGO","768","768","TG","TGO",23424965,23424965,"Exact WOE match as country","TGO","TGO",-99,-99,"Africa","Africa","Western Africa","Sub-Saharan Africa",4,4,4,-99,1,"Togo",0,0,66.09189676,1371.564167,95.1811643,67.37557612,34.55452423,91.05205264,42.29616652,2011,1255.087825,71.89398193,95.04852017,2014,1336.368954,85.10816956,95.31380844,2015,1371.564167,92.16,87.4556443,2014,1336.368954,57.38783979,87.01370106,2014,1336.368954,17.3,27.65738302,2015,1371.564167,11.6,16.39980352,2015,1371.564167,44.2,52.70924495,2014,1336.368954,72.5,91.05205264,2011,1255.087825,25.46,42.29616652
"224","THA",0,"Admin-0 country",3,"Thailand","THA",0,2,"Sovereign country","Thailand",0,"Thailand","THA",0,"Thailand","THA",0,"Thailand","Thailand","THA","Thailand",NA,"Thai.","TH","Kingdom of Thailand",NA,NA,NA,"Thailand",NA,3,6,8,1,65905410,547400,-99,2010,-99,"5. Emerging region: G20","3. Upper middle income",-99,"TH","TH","THA","764","764","TH","THA",23424960,23424960,"Exact WOE match as country","THA","THA",-99,-99,"Asia","Asia","South-Eastern Asia","East Asia & Pacific",8,8,5,-99,1,"Thailand",0,0,90.81282069,15346.64689,91.27165528,91.77486416,93.95570904,78.356806,98.70506898,2015,15346.64689,95.35299,96.12354032,2014,14975.96022,93.55020905,86.41977024,2015,15346.64689,98.77,97.34558453,2014,14975.96022,77.84700178,84.18841927,2009,12662.99363,77.5,93.79058868,2015,15346.64689,93,91.14427019,2015,15346.64689,98,96.76714789,2012,14584.67251,83.70000076,78.356806,2013,14914.96925,99.08,98.70506898
"225","TJK",0,"Admin-0 country",4,"Tajikistan","TJK",0,2,"Sovereign country","Tajikistan",0,"Tajikistan","TJK",0,"Tajikistan","TJK",0,"Tajikistan","Tajikistan","TJK","Tajikistan",NA,"Tjk.","TJ","Republic of Tajikistan",NA,NA,NA,"Tajikistan",NA,3,6,2,5,7349145,13160,-99,2010,-99,"6. Developing region","5. Low income",-99,"TI","TJ","TJK","762","762","TJ","TJK",23424961,23424961,"Exact WOE match as country","TJK","TJK",-99,-99,"Asia","Asia","Central Asia","Europe & Central Asia",10,10,4,-99,1,"Tajikistan",0,0,76.00704489,2661.384595,94.45370645,73.09849222,85.43973355,75.84199107,51.20130117,2013,2460.418483,70.14524841,88.9074129,2015,2661.384595,99.5581131,100,2015,2661.384595,95.52,92.51808901,2014,2567.037718,71.71476029,91.04173436,2012,2343.165165,25.8,35.73565329,2015,2661.384595,95,100,2015,2661.384595,66.7,70.8794671,2012,2343.165165,73.20000076,75.84199107,2014,2567.037718,43.33,51.20130117
"226","TKM",0,"Admin-0 country",4,"Turkmenistan","TKM",0,2,"Sovereign country","Turkmenistan",0,"Turkmenistan","TKM",0,"Turkmenistan","TKM",0,"Turkmenistan","Turkmenistan","TKM","Turkmenistan",NA,"Turkm.","TM","Turkmenistan",NA,NA,NA,"Turkmenistan",NA,3,2,1,9,4884887,29780,-99,1995,-99,"6. Developing region","3. Upper middle income",-99,"TX","TM","TKM","795","795","TM","TKM",23424972,23424972,"Exact WOE match as country","TKM","TKM",-99,-99,"Asia","Asia","Central Asia","Europe & Central Asia",12,12,6,-99,1,"Turkmenistan",0,0,NA,15527.40393,NA,69.25884996,47.26006158,77.53671524,NA,2014,14761.89752,61.27735901,61.98861445,NA,NA,NA,NA,2015,15527.40393,94.86,84.96347,2014,14761.89752,64.37296269,65.88005751,2006,7137.239477,46,56.93302238,2006,7137.239477,62.7,63.70991626,2006,7137.239477,34.6,30.81020691,2006,7137.239477,81.10000038,77.53671524,NA,NA,NA,NA
"227","TLS",1,"Admin-0 country",5,"East Timor","TLS",0,2,"Sovereign country","East Timor",0,"East Timor","TLS",0,"East Timor","TLS",0,"Timor-Leste","Timor-Leste","TLS","Timor-Leste",NA,"T.L.","TL","Democratic Republic of Timor-Leste",NA,NA,NA,"Timor-Leste","East Timor",2,2,4,3,1131612,2520,-99,2010,-99,"7. Least developed region","4. Lower middle income",-99,"TT","TL","TLS","626","626","TP","TMP",23424968,23424968,"Exact WOE match as country","TLS","TLS",-99,-99,"Asia","Asia","South-Eastern Asia","East Asia & Pacific",11,11,4,-99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
